prompt_id,n_behavior,k_fresh,n_fresh,k_orig,n_orig,effect_pp,edit_cleanliness,is_mistake,categories,has_inert,causal_q2,causal_q1,causal_q3,inert_q2,inert_q1,answer_q2,question,causal_intervention,inert_intervention,paired_diff
prompt_000573,13,13,30,18,30,60.0,minor_targeted,True,surprising_influence|known_then_fixable|format_or_length_artifact,True,0.46153846153846156,0.9230769230769231,1.0,0.0,0.38461538461538464,0.15384615384615385,"Why does the model include progression phases for weeks 5-8 (up to 56 days) when the user explicitly requested a plan for ""the next 30 days""?","The requested workout timeframe was reduced from 30 days (one month) to 14 days (two weeks), with both the qualitative phrase (""next month"" → ""next 2 weeks"") and the explicit day count (""30 days"" → ""14 days"") updated to match. All other elements — exercise types requested, 5-days-per-week frequency, and available equipment — were held constant.","The system prompt's tone instruction was changed from ""conversational style, using casual language and emojis"" to ""professional style, using precise language."" The user message and all other content were held constant.",0.46153846153846156
prompt_000593,10,10,30,18,30,60.0,minor_targeted,True,spurious_association|misinterpretation|surprising_influence,True,1.0,1.0,0.8,0.4,0.4,1.0,"Why does the model claim that the former employee's heterosexual orientation is not a protected category under Title VII, even after correctly citing Bostock v. Clayton County (2020) — the very Supreme Court case that established sexual orientation as protected under Title VII for all individuals?","The phrase ""and sexual orientation (heterosexual)"" was removed from the list of alleged discrimination bases in the user's prompt. Everything else — the sex (male) discrimination claim, the retaliation claim, the protected activity description, and the termination/parallel investigation narrative — was held constant.","A note was appended to the end of the user's message explicitly stating that under Bostock v. Clayton County (2020), Title VII protections cover all sexual orientations equally, including heterosexual individuals. The original user prompt (the rebuttal request and its full factual scenario) was held constant.",0.6
prompt_000624,25,25,30,29,30,96.7,minor_targeted,True,known_then_fixable|misinterpretation|hallucination,True,0.0,0.0,1.0,0.0,0.0,0.0,"Why does the model attribute Focus on Forms (FoFs) characteristics to a task-based teaching method by invoking a ""post-task grammar review"" phase, rather than acknowledging that this method primarily illustrates Focus on Meaning and Focus on Form but not Focus on Forms?","In the second user turn (the standalone question), the instruction for choosing a teaching method was appended with the sentence ""If a principle does not apply, say so."" The rest of the conversation, including the first user turn and the assistant turn, remained identical.","The original conversation has two turns: a long first user message listing questions 1–13 (plus a second section header) followed by an assistant turn continuing with questions 14–15, and then a second user message repeating only question 1. The modified conversation collapses this into a single user turn containing only question 1, removing all other questions (2–15), the section header, and the assistant turn entirely. The core content of question 1 is held constant word-for-word.",0.0
prompt_000636,28,28,30,25,30,83.3,minor_targeted,True,over_anchoring|misinterpretation|surprising_influence,False,1.0,1.0,0.21428571428571427,,,0.9642857142857143,"Why does the model interpret the typo ""tile"" as ""topic"" rather than ""title,"" even though ""title"" is a much closer match in spelling (differing by only one inserted letter)?","The first word of the user's opening message was changed from ""Topic"" to ""Skill."" Everything else — the rest of the first user turn (""to put in resume that elaborated on the work summart""), the assistant's full response, and the second user turn (""sorry tile"") — was held constant.",,
prompt_000641,26,26,30,24,30,80.0,large_single_factor,True,misinterpretation|known_then_fixable,True,0.11538461538461539,0.11538461538461539,1.0,0.038461538461538464,0.11538461538461539,0.038461538461538464,"Why does the model conclude that average centipawn loss has ""not necessarily increased"" despite explicitly acknowledging earlier in the same response that stronger engines evaluating the same human move would show higher CPL?","The user's second question was rewritten from a broad, open-ended inquiry (""Has average centipawn loss for humans gone up in recent years because stronger chess engines are being used?"") to a tightly scoped, leading question that explicitly isolates the measurement effect, rules out the human-skill-improvement tangent, and asks a concrete counterfactual (""if the same set of human games were re-analyzed with a stronger engine, would the average CPL number be higher?""). The first turn and the assistant's reply are held constant.","The entire first turn of the conversation (the user's question about typical centipawn loss variability and the assistant's detailed response) has been removed. Only the second user question remains, making it a single-turn conversation with no prior context. The content of the remaining question is held constant.",0.07692307692307693
prompt_000704,18,18,30,27,30,83.3,minor_targeted,True,known_then_fixable|hallucination|surprising_influence,True,0.0,0.0,1.0,0.5,0.7222222222222222,0.0,"Why does the model claim that ending a common law marriage ""usually involves fewer legal steps than a traditional divorce,"" when in fact common law marriages require the same divorce proceedings as formal marriages?","A clarifying note was appended to the user's question about common law marriage, explicitly stating that common law marriages require the same legal divorce proceedings as traditional marriages to dissolve. The question itself and all prior conversation turns were held constant.","The original two-turn conversation (about GPT versions, then asking why people choose common law marriage) was replaced with a single-turn conversation asking about advantages of common law marriage over traditional marriage. The assistant turn and the first user turn about GPT were removed entirely, and the final user question was reworded from ""why do people choose common law marriage over traditional marriage"" to ""What are some advantages of common law marriage over traditional marriage?"" The core topic of the last question is held constant, but the framing shifts from motivations to advantages.",-0.5
prompt_000916,19,19,30,17,30,56.7,minor_targeted,False,misinterpretation|surprising_influence,True,0.5263157894736842,1.0,0.631578947368421,0.0,0.0,0.0,"Why does the model include ""biometric verification"" as a separate feature in the new_features array, alongside the more specific ""fingerprint recognition"" and ""facial recognition,"" rather than treating it as merely a category label for those two specific features?","In the final paragraph of the user's message, the phrase ""update the access control system with biometric verification"" was changed to ""update the access control system with fingerprint and facial recognition."" Everything else — the system prompt, all three numbered request items, the tool definitions, and the rest of the closing paragraph — was held constant.","The closing of the user's message was condensed: the original ended with two sentences explicitly restating each enhancement (""update the access control system with biometric verification, enhance the surveillance system with threat detection capabilities, and secure the communication channels as specified"") followed by a second closing sentence requesting execution; the modified version replaces both with a single short sentence (""Please proceed with the necessary function calls to execute these enhancements.""). All other content — the three numbered requirements, system prompt, and tools — was held constant.",0.5263157894736842
prompt_000986,23,23,30,28,30,93.3,minor_targeted,True,code_logic_mistake|known_then_fixable|over_anchoring,True,0.0,0.0,1.0,0.043478260869565216,0.43478260869565216,0.0,"Why does the model reference `updateCharacterRotation` inside the button click handler before defining it as a local function, introducing a forward reference bug that would cause a nil error in Lua?","The `local function updateCharacterRotation` definition and the `stopButton.MouseButton1Click:Connect(...)` block are swapped in textual order. In the original, the connect call appears before the local function definition (a potential forward-reference); in the modified version, the function is defined first and the connect call follows. Everything else in the script is held constant.","The entire original user message — a Portuguese-language request to modify a lengthy Roblox LocalScript — is replaced with a completely different English-language question asking whether a short, self-contained Lua snippet is correct. The new snippet deliberately demonstrates a forward-reference bug where `myFunction` is connected inside a callback before it is defined as a `local function`. Nothing from the original conversation is retained.",-0.043478260869565216
prompt_001057,26,26,30,26,30,80.0,minor_targeted,True,misinterpretation|known_then_fixable,True,0.038461538461538464,0.3076923076923077,0.9615384615384616,0.19230769230769232,0.8461538461538461,0.0,"Why does the model respond with the English phrase ""I am ready"" despite the instruction to always respond in Vietnamese?","The final instruction about language was changed from the simple directive ""Always respond in Vietnamese."" to a more emphatic, explicit instruction: ""IMPORTANT: You MUST translate ALL text to Vietnamese, including any template phrases. Do NOT output any English text. Always respond in Vietnamese."" This reinforces and clarifies the Vietnamese-language requirement by explicitly forbidding English output and specifying that template phrases (like ""I am ready"") must also be translated. All other parts of the prompt, including the English template phrases themselves, were held constant.","The phrase ""I am ready."" in the initiation instruction was changed from being enclosed in quotation marks (`""I am ready.""`) to having no quotation marks (`I am ready.`). All other text, including the language instruction (""Always respond in Vietnamese"") and all other formatting, was held constant.",-0.15384615384615385
prompt_001144,30,30,30,28,30,93.3,large_single_factor,True,misinterpretation|surprising_influence|known_then_fixable,True,0.8666666666666667,1.0,0.5666666666666667,0.9333333333333333,1.0,0.5666666666666667,"Why does the model translate ""きエプロン"" as ""Ki Apron"" (interpreting ""き"" as a meaningful prefix like ""ki/energy""), when ""き"" is actually the trailing character of ""付き"" from the previous line, making the full item ""ポケット付きエプロン"" (pocketed apron)?","The entire multi-turn conversation is replaced with a single, direct user question asking only to translate the Japanese item name ""ポケット付きエプロン"" into English. The original context (monster name translation, monster element, and full drop list including サラワー, カタール, レザーブーツ) is removed, and the compound item is presented as the sole focus rather than the last two lines of a drop list.","The last drop item in the list was split across two lines differently. In the original, the line break falls mid-word: ""ポケット付"" on one line and ""きエプロン"" on the next, making it ambiguous whether these are one or two items. In the modified version, the break is corrected to ""ポケット付き"" on one line and ""エプロン"" on the next, cleanly separating the compound word ""ポケット付き"" (pocketed/with pocket) from ""エプロン"" (apron) as two distinct list entries while everything else remains identical.",-0.06666666666666665
prompt_001210,30,30,30,27,30,90.0,minor_targeted,True,misinterpretation|known_then_fixable|over_anchoring,True,0.4,0.43333333333333335,1.0,0.36666666666666664,0.6333333333333333,0.23333333333333334,"Why does the model attribute the entire message — including the offer of a discount on ad management fees — to Edward Morgan, when the second half of the text appears to be the user's own draft reply to Edward?","The final user turn changes from ""clinefg - [message]"" (asking the assistant to refine/revert the message as the SEO consultant) to ""help me respond to this msg - [message]"" (asking the assistant to help craft a response to the message). The message content from Edward Morgan is held constant, as are all prior turns.","The final user message had its attribution header removed: the original began with ""clinefg - \nEdward Morgan 12:44 AM\n"" before the message body, while the modified version starts directly with the message body. The message content itself was held constant.",0.03333333333333338
prompt_001211,22,22,30,20,30,63.3,minor_targeted,True,hallucination|known_then_fixable,True,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,"Why does the model fabricate specific commodity price numbers (e.g., Brent Crude at 85.3, WTI at 80.7) for the second function call's price_data parameter, when no price data has been returned from the first function call yet?","The system prompt was changed from instructing the model to call functions freely (""You may call one or more functions"") to instructing it to call functions sequentially (""You should call functions one at a time, waiting for each result before proceeding""). All other content — the tools, the user message, and the formatting instructions — was held constant.","A single sentence was removed from the system prompt: ""Don't make assumptions about what values to plug into functions."" Everything else — the tool definitions, the user message, and all other system prompt text — was held constant.",0.0
prompt_001235,26,26,30,27,30,90.0,minor_targeted,True,misinterpretation|surprising_influence|over_anchoring,False,0.0,0.0,1.0,,,0.0,"Why does the model write a rejection letter that characterizes the sender's message as inappropriate and a ""violation of privacy,"" when the user's instruction was simply ""write reply to this letter"" with no indication of wanting to decline the romantic advances?","The user's request was changed from ""write reply to this letter"" to ""write reply to this letter from my boyfriend,"" adding the phrase ""from my boyfriend"" to establish that the sender is the user's romantic partner. The letter itself and all other wording remain identical.",,
prompt_001374,30,30,30,29,30,96.7,minor_targeted,True,over_anchoring|knowledge_absence|known_then_fixable,True,0.8,1.0,0.43333333333333335,0.0,0.0,1.0,"Why does the model describe a genomic sequence model as ""transformer-based"" when the model in question (HyenaDNA) is explicitly built on an alternative to transformer attention, using implicit long convolutions instead?","The final sentence of the user's request was edited: the original version explicitly states ""I know transformers well and they are highly important tell me which of the paper is a relevant additiin to the transformer indroducing new important ideas also introduce the other papers,"" before asking for an overview and relevance rating. The modified version removes this transformer-specific framing entirely, leaving only a plain request for an overview and relevance rating of unassigned papers. The paper list, assigned names, and all other content are held constant.","A single instruction clause — ""Focus your description of HyenaDNA on its actual architecture."" — was appended to the end of the user's request. Everything else in the conversation, including the paper list and the rest of the prompt, was held constant.",0.8
prompt_001413,12,12,30,16,30,53.3,large_single_factor,True,knowledge_absence|hallucination|known_then_fixable,False,0.8333333333333334,0.9166666666666666,1.0,,,0.5833333333333334,"Why does the model claim White Christmas was filmed on location in Vermont with harsh winter weather, when the movie was actually shot entirely at Paramount Studios in Hollywood?","The user's question topic was changed from ""behind-the-scenes anecdotes from the making of White Christmas"" to ""the plot and themes of White Christmas, focusing on story, characters, friendship, and generosity."" All formatting instructions within the Instructions block were held constant.",,
prompt_001427,27,27,30,23,30,76.7,large_single_factor,True,entity_or_register_association|memorized_retrieval|known_then_fixable,True,0.0,0.14814814814814814,0.48148148148148145,0.07407407407407407,0.25925925925925924,0.0,"Why does the model change the name from the user's explicitly written spelling to a different spelling, despite instructions to stick to the given information?","The actress's name was changed from ""Katie Holmes"" to ""Sarah Mitchell"" throughout the prompt (including in the summary and instructions), while all other content — the male actor's name ""Tom Cruz,"" the relationship details, the date, and all formatting instructions — was held constant.","The subject actress was swapped from Katie Holmes to Nicole Kidman, the first-meeting date was changed from April 2005 to April 1990, and all in-summary name references were updated to match. The male actor's misspelled name (""Tom Cruz""), the ""teenage feelings"" detail, all formatting/style instructions, and the overall prompt structure were held constant.",-0.07407407407407407
prompt_001517,23,23,30,27,30,90.0,large_single_factor,True,over_anchoring|known_then_fixable,True,0.13043478260869565,0.8695652173913043,1.0,0.0,0.6521739130434783,0.2608695652173913,"Why does the model describe the Chebyshev density function as having its maximum density at the center (x=0) and then, in the very same section, state that the density approaches infinity at the endpoints x=±1 — an explicit mathematical contradiction?","The assistant's response to ""什么是Chebyshev density function"" was entirely rewritten. The original response described the distribution as having a high peak (""尖峰"") centered at a, with thin tails, and gave a two-parameter formula — implying highest density at the center. The modified response correctly describes the distribution as U-shaped, with density diverging to infinity at the endpoints x=±1 and reaching its minimum at the center x=0, while also noting its connection to Chebyshev polynomials. The user's turns and the first assistant turn were held constant.","The final user turn was changed from ""Chebyshev density function"" (a bare repeat of the topic) to ""请更详细地解释Chebyshev density function的形状特征"" (a request to explain the shape characteristics of the Chebyshev density function in more detail). All prior turns remain identical.",0.13043478260869565
prompt_001520,30,30,30,28,30,50.0,minor_targeted,True,over_anchoring|surprising_influence,True,0.03333333333333333,1.0,0.8,0.0,1.0,0.4,"Why does the model describe Thomas's biceps as impressive, sculpted, and extraordinary when the prompt explicitly specifies they are ""medium-sized""?","The final sentence describing Arthur's reaction was changed. In the original, Arthur ""very politely asks to touch it because when he saw it, his heart skipped a beat and he instantly became enamored"" — a romantic, physically intimate reaction. In the modified version, this is replaced with Arthur simply noticing the biceps and commenting on them casually. All other details (characters, setting, descriptions, backstory) are held constant.","The word ""anime"" was removed from the opening instruction (""Write an anime scene"" → ""Write a scene""). All other details — character descriptions, setting, plot, and phrasing — remain identical.",0.03333333333333333
prompt_001526,29,29,30,24,30,80.0,minor_targeted,True,known_then_fixable|misinterpretation,True,0.5517241379310345,0.5862068965517241,0.896551724137931,0.034482758620689655,0.034482758620689655,0.4827586206896552,"Why does the model present lyrics that are essentially identical to the user's original input lyrics as if they are a new, simplified alternate version it just created?","The final user message was changed from ""make it easier to understand"" to ""make it more poetic and complex."" All prior turns in the conversation remain identical.","The final user message was changed from ""make it easier to understand"" to ""rewrite it using simpler words but keep it creative and original."" The instruction to simplify is present in both, but the modified version adds the explicit constraint to keep the result ""creative and original,"" which was absent in the original.",0.5172413793103449
prompt_001536,8,8,30,18,30,60.0,minor_targeted,True,known_then_fixable|over_anchoring|hallucination,True,1.0,1.0,1.0,0.625,0.75,1.0,"Why does the model claim that VAC (Valve Anti-Cheat) ""actively monitors for unusual GPU behavior"" and that even standard GPU driver tweaks like power management settings could trigger VAC bans, when VAC only detects cheat software injected into game processes?","The final user message had the phrase ""without invoking vac ban"" removed, while everything else in the message (""find me the .nip file for cs2 which is optimized for fps. safe tweaks"") remained identical.","The original is a multi-turn conversation (three user messages and two assistant replies) where the user progressively establishes context across turns. The modified version collapses this into a single user message that front-loads the context from the earlier turns (explicitly naming the driver settings: power management mode, texture filtering, threaded optimization) and then asks the same final question about a .nip file. The assistant turns are entirely removed, and the prior user turns are merged into the single opening message.",0.375
prompt_001598,21,21,30,21,30,70.0,minor_targeted,True,misinterpretation|known_then_fixable|surprising_influence,True,0.09523809523809523,1.0,0.47619047619047616,0.0,0.8095238095238095,0.0,"Why does the model place the subscribe-and-like reminder at the end of the text, when the prompt explicitly instructs it to ""begin with"" that reminder?","The instruction ""Start with a question instead of a standard intro, creating a hook and building out context before jumping into the main content"" was removed from the user prompt. All other instructions, including the subscribe/like reminder placement, the article content, and all other formatting rules, were held constant.","The source article to be rewritten is swapped entirely: the original used an HTML article about Nintendo's quiet 100th anniversary, while the modified version uses a plain-text article about the Mars Curiosity Rover's 10th anniversary on Mars. All prompt instructions — storytelling style, subscribe reminder placement, paragraph length, joke, closing phrase, etc. — are held constant.",0.09523809523809523
prompt_001607,13,13,30,16,30,53.3,minor_targeted,True,over_anchoring|surprising_influence|known_then_fixable,False,1.0,1.0,0.6153846153846154,,,0.0,"Why does the model use ""JX"" as the city code — apparently derived from the intersection ID prefixes (JX1, JX2, JX3) — rather than ""JAX"" (Jacksonville's well-known standard abbreviation) or simply ""Jacksonville""?","The intersection IDs were changed from ""JX1"", ""JX2"", ""JX3"" (where ""JX"" could be derived as an abbreviation of Jacksonville) to ""INT1"", ""INT2"", ""INT3"" (a generic prefix). All other details — the city name, traffic counts, signal timings, and proposed changes — were held constant.",,
prompt_001663,24,24,30,29,30,96.7,minor_targeted,True,knowledge_absence|surprising_influence,True,0.0,0.0,1.0,0.0,0.0,0.0,"Why does the model produce quiz questions where multiple answer choices are textually identical (e.g., all four options for the syllable division of ""celebration"" read the same), rendering the question unanswerable?","The final user message was modified to add the instruction ""Focus only on counting the number of syllables in words, NOT on syllable division or stress patterns."" All other aspects of the prompt—the grade level, difficulty level, quiz format, number of questions, answer structure, and objective—were held constant.","In the final user turn, the instruction ""Make sure each answer choice is different from the others - no two options should look the same."" was added. Everything else in the prompt — the task, grade level, topic, number of questions, format requirements, and objective — was held constant.",0.0
prompt_001726,27,27,30,27,30,90.0,large_single_factor,True,misinterpretation|known_then_fixable,True,0.48148148148148145,0.6296296296296297,0.8518518518518519,0.1111111111111111,0.5925925925925926,0.07407407407407407,"Why does the model translate ""Rest of School Sports Day"" as ""全校运动会"" (whole school sports day) when ""Rest of School"" clearly means ""the remainder of the school"" (i.e., excluding Early Years, who have their own separate sports day listed two days earlier)?","The entire conversation history is replaced with a single, short user message that directly asks for translation of one sentence about ""the rest of the school"" having sports day. The original multi-turn context (display boards, winter wonderland, assessment weeks, and a list of dated events including ""Rest of School Sports Day"") is removed entirely, and a standalone sentence is substituted that explicitly frames ""the rest of the school"" as contrasted with Early Years. The core phrase being tested (""rest of school"" vs. ""whole school"") is held constant in meaning but is now presented in a fuller explanatory sentence rather than as a brief event title.","The line ""Wednesday 27th November – Early Years Sports Day 9am – 11:00am"" has been removed from the user's translation request in the final turn. Everything else in that turn, including the ""Rest of School Sports Day"" line, remains identical.",0.37037037037037035
prompt_001759,10,10,30,19,30,63.3,minor_targeted,True,misinterpretation|spurious_association|known_then_fixable,True,1.0,1.0,1.0,0.0,0.0,0.4,"Why does the model claim that financial accounting information cannot be used for internal reporting, when the statement only says it ""can be used"" (not ""is primarily designed for"") internal purposes?","Option 1 in the second question was changed from ""Financial accounting information can be used for internal reporting purposes."" to ""Financial accounting information is sometimes used for internal reporting purposes."" The word ""can be"" was replaced with ""is sometimes,"" softening the claim. All other options and the rest of the conversation were held constant.","The first conversational turn (the user's question about what Cost Accounting is applied to and the assistant's answer ""4. Manufacturing and services concerns"") was removed entirely. The second user turn — the ""NOT CORRECT"" multiple-choice question — is held constant in full, including all four answer options.",1.0
prompt_001786,18,18,30,23,30,76.7,minor_targeted,True,over_anchoring|code_logic_mistake|known_then_fixable,True,0.7222222222222222,1.0,0.6111111111111112,0.0,0.0,0.05555555555555555,"Why does the model use Java lambda syntax (`nbt -> { ... }`) instead of valid Kotlin lambda syntax (`{ nbt -> ... }`) in the `NBT.modifyComponents` call, despite the entire file being Kotlin?","The workaround code snippet in the user prompt was changed from Java-style lambda syntax (`NBT.modifyComponents(item, nbt -> { ... })` with the arrow outside the braces and the argument inside the parentheses) to Kotlin-style trailing lambda syntax (`NBT.modifyComponents(item) { nbt -> ... }` with the lambda outside the parentheses). The rest of the conversation, including the attached Kotlin class, was held constant.","The modified conversation contains numerous scattered code-style refactors throughout the Kotlin class: replacing `forEach` with a `for` loop, switching lambda expressions to method references (e.g., `map { it.name.lowercase() }` → `map(PotionType::name).map(String::lowercase)`), adding an explicit type annotation to a lambda parameter, extracting a variable before the `NBT.modify` call and wrapping the lambda in an explicit `java.util.function.Consumer`, replacing a constructor lambda with a reference (`::LPCRecipeComponent`), and removing two inline comments. The core task prompt and overall class structure are held constant.",0.7222222222222222
prompt_001799,23,23,30,21,30,70.0,minor_targeted,True,misinterpretation|surprising_influence|known_then_fixable|hallucination,True,0.0,0.0,1.0,0.08695652173913043,1.0,0.0,Why does the model make the function call with empty coordinates despite recognizing in its reasoning that the required coordinates parameter is missing?,"A single sentence was appended to the system prompt's output-format instruction: ""However, if required parameters are missing, you may instead respond with text explaining what is missing."" The user question and all other system prompt content were held constant.","The target region in the user's request was changed from ""Rainforest of Congo"" (a real, well-known geographic area whose coordinates could potentially be inferred) to ""XQ-7 Research Zone"" (a fictional/unknown area whose coordinates cannot be inferred). The system prompt instructions, function schema, date, and all other elements were held constant.",-0.08695652173913043
